,county,state,"Rates of Persons, aged 45 to 54, Living with HIV, 2020","Rates of Persons, aged 55+, Living with HIV, 2020",HIV aged 45+
1722,Perkins,Nebraska,0.0,0.0,
1723,Phelps,Nebraska,0.0,0.0,
1724,Pierce,Nebraska,0.0,0.0,
1725,Platte,Nebraska,0.0,0.0,
1726,Polk,Nebraska,0.0,0.0,
1727,Red Willow,Nebraska,0.0,0.0,
1728,Richardson,Nebraska,0.0,0.0,
1729,Rock,Nebraska,0.0,0.0,
1730,Saline,Nebraska,0.0,0.0,
1731,Sarpy,Nebraska,31.0,0.0,9.299999999999999
1732,Saunders,Nebraska,0.0,0.0,
1733,Scotts Bluff,Nebraska,0.0,0.0,
1734,Seward,Nebraska,0.0,0.0,
1735,Sheridan,Nebraska,0.0,0.0,
1736,Sherman,Nebraska,0.0,0.0,
1737,Sioux,Nebraska,0.0,0.0,
1738,Stanton,Nebraska,0.0,0.0,
1739,Thayer,Nebraska,0.0,0.0,
1740,Thomas,Nebraska,0.0,0.0,
1741,Thurston,Nebraska,0.0,0.0,
1742,Valley,Nebraska,0.0,0.0,
1743,Washington,Nebraska,0.0,0.0,
1744,Wayne,Nebraska,0.0,0.0,
1745,Webster,Nebraska,0.0,0.0,
1746,Wheeler,Nebraska,0.0,0.0,
1747,York,Nebraska,0.0,0.0,
1748,Carson City,Nevada,573.0,0.0,171.9
1749,Churchill,Nevada,340.0,107.0,176.89999999999998
1750,Clark,Nevada,746.0,473.0,554.9
1751,Douglas,Nevada,211.0,0.0,63.3
1752,Elko,Nevada,113.0,91.0,97.6
1753,Esmeralda,Nevada,0.0,0.0,
1754,Eureka,Nevada,0.0,0.0,
1755,Humboldt,Nevada,0.0,0.0,
1756,Lander,Nevada,0.0,0.0,
1757,Lincoln,Nevada,0.0,0.0,
1758,Lyon,Nevada,229.0,142.0,168.1
1759,Mineral,Nevada,0.0,0.0,
1760,Nye,Nevada,339.0,229.0,262.0
1761,Pershing,Nevada,0.0,0.0,
1762,Storey,Nevada,0.0,0.0,
1763,Washoe,Nevada,435.0,320.0,354.5
1764,White Pine,Nevada,747.0,0.0,224.1
1765,Belknap,New Hampshire,0.0,0.0,
1766,Carroll,New Hampshire,0.0,0.0,
1767,Cheshire,New Hampshire,0.0,0.0,
1768,Coos,New Hampshire,0.0,0.0,
1769,Grafton,New Hampshire,0.0,0.0,
1770,Hillsborough,New Hampshire,0.0,0.0,
1771,Merrimack,New Hampshire,0.0,0.0,
1772,Rockingham,New Hampshire,0.0,0.0,
1773,Strafford,New Hampshire,0.0,0.0,
1774,Sullivan,New Hampshire,0.0,0.0,
1775,Atlantic,New Jersey,825.0,686.0,727.7
1776,Bergen,New Jersey,316.0,304.0,307.59999999999997
1777,Burlington,New Jersey,348.0,287.0,305.29999999999995
1778,Camden,New Jersey,601.0,485.0,519.8
1779,Cape May,New Jersey,341.0,0.0,102.3
1780,Cumberland,New Jersey,750.0,0.0,225.0
1781,Essex,New Jersey,1940.0,2030.0,2003.0
1782,Gloucester,New Jersey,219.0,176.0,188.89999999999998
1783,Hudson,New Jersey,1542.0,1394.0,1438.3999999999999
1784,Hunterdon,New Jersey,199.0,195.0,196.2
1785,Mercer,New Jersey,697.0,618.0,641.6999999999999
1786,Middlesex,New Jersey,482.0,404.0,427.4
1787,Monmouth,New Jersey,442.0,425.0,430.1
1788,Morris,New Jersey,269.0,259.0,262.0
1789,Ocean,New Jersey,233.0,186.0,200.09999999999997
1790,Passaic,New Jersey,859.0,826.0,835.8999999999999
1791,Salem,New Jersey,533.0,0.0,159.9
1792,Somerset,New Jersey,320.0,279.0,291.29999999999995
1793,Sussex,New Jersey,228.0,0.0,68.39999999999999
1794,Union,New Jersey,835.0,767.0,787.4
1795,Warren,New Jersey,176.0,0.0,52.8
1796,Bernalillo,New Mexico,474.0,320.0,366.2
1797,Catron,New Mexico,0.0,0.0,
1798,Chaves,New Mexico,274.0,0.0,82.2
1799,Cibola,New Mexico,1321.0,291.0,600.0
1800,Colfax,New Mexico,392.0,0.0,117.6
1801,Curry,New Mexico,226.0,96.0,135.0
1802,De Baca,New Mexico,0.0,0.0,
1803,Do??a Ana,New Mexico,550.0,241.0,333.7
1804,Eddy,New Mexico,176.0,0.0,52.8
1805,Grant,New Mexico,227.0,137.0,164.0
1806,Guadalupe,New Mexico,0.0,0.0,
1807,Harding,New Mexico,0.0,0.0,
1808,Hidalgo,New Mexico,0.0,0.0,
1809,Lea,New Mexico,144.0,0.0,43.199999999999996
1810,Lincoln,New Mexico,253.0,0.0,75.89999999999999
1811,Los Alamos,New Mexico,0.0,0.0,
1812,Luna,New Mexico,340.0,65.0,147.5
1813,McKinley,New Mexico,461.0,0.0,138.29999999999998
1814,Mora,New Mexico,0.0,0.0,
1815,Otero,New Mexico,271.0,0.0,81.3
1816,Quay,New Mexico,0.0,0.0,
1817,Rio Arriba,New Mexico,362.0,0.0,108.6
1818,Roosevelt,New Mexico,0.0,0.0,
1819,San Juan,New Mexico,213.0,0.0,63.9
1820,San Miguel,New Mexico,324.0,94.0,163.0
1821,Sandoval,New Mexico,241.0,0.0,72.3
1822,Santa Fe,New Mexico,485.0,0.0,145.5
1823,Sierra,New Mexico,751.0,0.0,225.29999999999998
1824,Socorro,New Mexico,455.0,0.0,136.5
1825,Taos,New Mexico,134.0,216.0,191.39999999999998
1826,Torrance,New Mexico,454.0,420.0,430.2
1827,Union,New Mexico,0.0,0.0,
1828,Valencia,New Mexico,298.0,160.0,201.39999999999998
1829,Albany,New York,826.0,600.0,667.8
1830,Allegany,New York,101.0,90.0,93.29999999999998
1831,Bronx,New York,3840.0,3520.0,3616.0
1832,Broome,New York,542.0,263.0,346.7
1833,Cattaraugus,New York,255.0,131.0,168.2
1834,Cayuga,New York,411.0,0.0,123.3
1835,Chautauqua,New York,369.0,0.0,110.7
1836,Chemung,New York,482.0,0.0,144.6
1837,Chenango,New York,157.0,0.0,47.1
1838,Clinton,New York,454.0,0.0,136.2
1839,Columbia,New York,558.0,0.0,167.4
1840,Cortland,New York,251.0,0.0,75.3
1841,Delaware,New York,171.0,0.0,51.3
1842,Dutchess,New York,423.0,477.0,460.79999999999995
1843,Erie,New York,521.0,308.0,371.9
1844,Essex,New York,366.0,0.0,109.8
1845,Franklin,New York,417.0,0.0,125.1
1846,Fulton,New York,203.0,190.0,193.9
1847,Genesee,New York,361.0,0.0,108.3
1848,Greene,New York,708.0,0.0,212.4
1849,Hamilton,New York,0.0,0.0,
1850,Herkimer,New York,217.0,93.0,130.2
1851,Jefferson,New York,375.0,326.0,340.7
1852,Kings,New York,1999.0,1784.0,1848.5
1853,Lewis,New York,0.0,65.0,45.5
1854,Livingston,New York,301.0,0.0,90.3
1855,Madison,New York,176.0,137.0,148.7
1856,Monroe,New York,596.0,464.0,503.5999999999999
1857,Montgomery,New York,342.0,0.0,102.6
1858,Nassau,New York,342.0,310.0,319.6
1859,New York,New York,3110.0,2889.0,2955.3
1860,Niagara,New York,229.0,143.0,168.8
1861,Oneida,New York,446.0,0.0,133.79999999999998
1862,Onondaga,New York,492.0,325.0,375.09999999999997
1863,Ontario,New York,185.0,0.0,55.5
1864,Orange,New York,430.0,481.0,465.7
1865,Orleans,New York,732.0,730.0,730.5999999999999
1866,Oswego,New York,190.0,0.0,57.0
1867,Otsego,New York,355.0,0.0,106.5
1868,Putnam,New York,216.0,0.0,64.8
1869,Queens,New York,1342.0,1041.0,1131.3
1870,Rensselaer,New York,407.0,313.0,341.2
1871,Richmond,New York,792.0,712.0,736.0
1872,Rockland,New York,392.0,373.0,378.69999999999993
1873,Saratoga,New York,168.0,0.0,50.4
1874,Schenectady,New York,648.0,412.0,482.79999999999995
1875,Schoharie,New York,263.0,0.0,78.89999999999999
1876,Schuyler,New York,0.0,0.0,
1877,Seneca,New York,424.0,0.0,127.19999999999999
1878,St. Lawrence,New York,318.0,0.0,95.39999999999999
1879,Steuben,New York,186.0,0.0,55.8
1880,Suffolk,New York,349.0,292.0,309.09999999999997
1881,Sullivan,New York,734.0,0.0,220.2
1882,Tioga,New York,206.0,0.0,61.8
1883,Tompkins,New York,375.0,0.0,112.5
1884,Ulster,New York,506.0,489.0,494.0999999999999
1885,Warren,New York,287.0,0.0,86.1
1886,Washington,New York,307.0,328.0,321.7
1887,Wayne,New York,284.0,0.0,85.2
1888,Westchester,New York,597.0,571.0,578.8
1889,Wyoming,New York,413.0,436.0,429.09999999999997
1890,Yates,New York,0.0,67.0,46.9
1891,Alamance,North Carolina,608.0,330.0,413.4
1892,Alexander,North Carolina,271.0,0.0,81.3
1893,Alleghany,North Carolina,0.0,0.0,
1894,Anson,North Carolina,561.0,258.0,348.9
1895,Ashe,North Carolina,145.0,0.0,43.5
1896,Avery,North Carolina,330.0,0.0,99.0
1897,Beaufort,North Carolina,274.0,247.0,255.09999999999997
1898,Bertie,North Carolina,882.0,0.0,264.59999999999997
1899,Bladen,North Carolina,630.0,0.0,189.0
1900,Brunswick,North Carolina,240.0,0.0,72.0
1901,Buncombe,North Carolina,532.0,383.0,427.69999999999993
1902,Burke,North Carolina,198.0,0.0,59.4
1903,Cabarrus,North Carolina,343.0,241.0,271.59999999999997
1904,Caldwell,North Carolina,234.0,125.0,157.7
1905,Camden,North Carolina,0.0,0.0,
1906,Carteret,North Carolina,241.0,0.0,72.3
1907,Caswell,North Carolina,368.0,0.0,110.39999999999999
1908,Catawba,North Carolina,286.0,0.0,85.8
1909,Chatham,North Carolina,254.0,0.0,76.2
1910,Cherokee,North Carolina,316.0,0.0,94.8
1911,Chowan,North Carolina,0.0,121.0,84.69999999999999
1912,Clay,North Carolina,384.0,0.0,115.19999999999999
1913,Cleveland,North Carolina,347.0,254.0,281.9
1914,Columbus,North Carolina,533.0,329.0,390.2
1915,Craven,North Carolina,670.0,320.0,425.0
1916,Cumberland,North Carolina,942.0,631.0,724.3
1917,Currituck,North Carolina,0.0,112.0,78.39999999999999
1918,Dare,North Carolina,184.0,85.0,114.69999999999999
1919,Davidson,North Carolina,474.0,198.0,280.79999999999995
1920,Davie,North Carolina,168.0,100.0,120.4
1921,Duplin,North Carolina,489.0,0.0,146.7
1922,Durham,North Carolina,1011.0,846.0,895.5
1923,Edgecombe,North Carolina,1339.0,546.0,783.9
1924,Forsyth,North Carolina,787.0,561.0,628.8
1925,Franklin,North Carolina,310.0,249.0,267.29999999999995
1926,Gaston,North Carolina,571.0,377.0,435.19999999999993
1927,Gates,North Carolina,323.0,156.0,206.09999999999997
1928,Graham,North Carolina,0.0,0.0,
1929,Granville,North Carolina,699.0,561.0,602.4
1930,Greene,North Carolina,801.0,0.0,240.29999999999998
1931,Guilford,North Carolina,862.0,523.0,624.6999999999999
1932,Halifax,North Carolina,500.0,429.0,450.29999999999995
1933,Harnett,North Carolina,575.0,359.0,423.79999999999995
1934,Haywood,North Carolina,290.0,163.0,201.1
1935,Henderson,North Carolina,364.0,0.0,109.2
1936,Hertford,North Carolina,839.0,530.0,622.7
1937,Hoke,North Carolina,638.0,478.0,526.0
1938,Hyde,North Carolina,0.0,0.0,
1939,Iredell,North Carolina,198.0,131.0,151.1
1940,Jackson,North Carolina,171.0,129.0,141.6
1941,Johnston,North Carolina,352.0,316.0,326.79999999999995
1942,Jones,North Carolina,528.0,184.0,287.2
1943,Lee,North Carolina,458.0,440.0,445.4
1944,Lenoir,North Carolina,748.0,494.0,570.1999999999999
1945,Lincoln,North Carolina,198.0,96.0,126.6
1946,Macon,North Carolina,177.0,0.0,53.1
1947,Madison,North Carolina,218.0,0.0,65.39999999999999
1948,Martin,North Carolina,481.0,0.0,144.29999999999998
1949,McDowell,North Carolina,111.0,0.0,33.3
1950,Mecklenburg,North Carolina,1002.0,767.0,837.5
1951,Mitchell,North Carolina,0.0,82.0,57.4
1952,Montgomery,North Carolina,620.0,123.0,272.1
1953,Moore,North Carolina,315.0,173.0,215.6
1954,Nash,North Carolina,662.0,377.0,462.5
1955,New Hanover,North Carolina,503.0,366.0,407.1
1956,Northampton,North Carolina,412.0,0.0,123.6
1957,Onslow,North Carolina,419.0,245.0,297.2
1958,Orange,North Carolina,337.0,375.0,363.6
1959,Pamlico,North Carolina,353.0,98.0,174.5
1960,Pasquotank,North Carolina,552.0,370.0,424.6
1961,Pender,North Carolina,373.0,0.0,111.89999999999999
1962,Perquimans,North Carolina,458.0,116.0,218.6
1963,Person,North Carolina,358.0,0.0,107.39999999999999
1964,Pitt,North Carolina,713.0,465.0,539.4
1965,Polk,North Carolina,0.0,127.0,88.89999999999999
1966,Randolph,North Carolina,379.0,153.0,220.8
1967,Richmond,North Carolina,704.0,0.0,211.2
1968,Robeson,North Carolina,651.0,415.0,485.79999999999995
1969,Rockingham,North Carolina,398.0,0.0,119.39999999999999
1970,Rowan,North Carolina,492.0,305.0,361.1
1971,Rutherford,North Carolina,232.0,0.0,69.6
1972,Sampson,North Carolina,542.0,0.0,162.6
1973,Scotland,North Carolina,946.0,336.0,519.0
1974,Stanly,North Carolina,271.0,0.0,81.3
1975,Stokes,North Carolina,231.0,102.0,140.7
1976,Surry,North Carolina,275.0,0.0,82.5
1977,Swain,North Carolina,0.0,0.0,
1978,Transylvania,North Carolina,186.0,0.0,55.8
1979,Tyrrell,North Carolina,0.0,0.0,
1980,Union,North Carolina,195.0,154.0,166.3
1981,Vance,North Carolina,605.0,549.0,565.8
1982,Wake,North Carolina,585.0,428.0,475.09999999999997
1983,Warren,North Carolina,751.0,0.0,225.29999999999998
1984,Washington,North Carolina,531.0,0.0,159.29999999999998
1985,Watauga,North Carolina,87.0,96.0,93.29999999999998
1986,Wayne,North Carolina,501.0,334.0,384.09999999999997
1987,Wilkes,North Carolina,146.0,0.0,43.8
1988,Wilson,North Carolina,729.0,554.0,606.5
1989,Yadkin,North Carolina,133.0,0.0,39.9
1990,Yancey,North Carolina,0.0,0.0,
1991,Adams,North Dakota,0.0,0.0,
1992,Barnes,North Dakota,0.0,0.0,
1993,Benson,North Dakota,0.0,0.0,
1994,Billings,North Dakota,0.0,0.0,
1995,Bottineau,North Dakota,0.0,0.0,
1996,Bowman,North Dakota,0.0,0.0,
1997,Burke,North Dakota,0.0,0.0,
1998,Burleigh,North Dakota,0.0,0.0,
1999,Cass,North Dakota,0.0,0.0,
2000,Cavalier,North Dakota,0.0,0.0,
2001,Dickey,North Dakota,0.0,0.0,
2002,Divide,North Dakota,0.0,0.0,
2003,Dunn,North Dakota,0.0,0.0,
2004,Eddy,North Dakota,0.0,0.0,
2005,Emmons,North Dakota,0.0,0.0,
2006,Foster,North Dakota,0.0,0.0,
2007,Golden Valley,North Dakota,0.0,0.0,
2008,Grand Forks,North Dakota,0.0,0.0,
2009,Grant,North Dakota,0.0,0.0,
2010,Griggs,North Dakota,0.0,0.0,
2011,Hettinger,North Dakota,0.0,0.0,
2012,Kidder,North Dakota,0.0,0.0,
2013,LaMoure,North Dakota,0.0,0.0,
2014,Logan,North Dakota,0.0,0.0,
2015,McHenry,North Dakota,0.0,0.0,
2016,McIntosh,North Dakota,0.0,0.0,
2017,McKenzie,North Dakota,0.0,0.0,
2018,McLean,North Dakota,0.0,0.0,
2019,Mercer,North Dakota,0.0,0.0,
2020,Morton,North Dakota,0.0,0.0,
2021,Mountrail,North Dakota,0.0,0.0,
2022,Nelson,North Dakota,0.0,0.0,
2023,Oliver,North Dakota,0.0,0.0,
2024,Pembina,North Dakota,0.0,0.0,
2025,Pierce,North Dakota,0.0,0.0,
2026,Ramsey,North Dakota,0.0,0.0,
2027,Ransom,North Dakota,0.0,0.0,
2028,Renville,North Dakota,0.0,0.0,
2029,Richland,North Dakota,0.0,0.0,
2030,Rolette,North Dakota,0.0,0.0,
2031,Sargent,North Dakota,0.0,0.0,
2032,Sheridan,North Dakota,0.0,0.0,
2033,Sioux,North Dakota,0.0,0.0,
2034,Slope,North Dakota,0.0,0.0,
2035,Stark,North Dakota,0.0,0.0,
2036,Steele,North Dakota,0.0,0.0,
2037,Stutsman,North Dakota,0.0,0.0,
2038,Towner,North Dakota,0.0,0.0,
2039,Traill,North Dakota,0.0,0.0,
2040,Walsh,North Dakota,0.0,0.0,
2041,Ward,North Dakota,0.0,0.0,
2042,Wells,North Dakota,0.0,0.0,
2043,Williams,North Dakota,0.0,0.0,
2044,Adams,Ohio,193.0,0.0,57.9
2045,Allen,Ohio,369.0,0.0,110.7
2046,Ashland,Ohio,80.0,0.0,24.0
2047,Ashtabula,Ohio,244.0,133.0,166.3
2048,Athens,Ohio,263.0,114.0,158.7
2049,Auglaize,Ohio,0.0,79.0,55.3
2050,Belmont,Ohio,388.0,86.0,176.6
2051,Brown,Ohio,125.0,88.0,99.1
2052,Butler,Ohio,245.0,130.0,164.5
2053,Carroll,Ohio,0.0,0.0,
2054,Champaign,Ohio,196.0,131.0,150.5
2055,Clark,Ohio,253.0,0.0,75.89999999999999
2056,Clermont,Ohio,147.0,75.0,96.6
2057,Clinton,Ohio,234.0,0.0,70.2
2058,Columbiana,Ohio,226.0,0.0,67.8
2059,Coshocton,Ohio,161.0,72.0,98.69999999999999
2060,Crawford,Ohio,134.0,75.0,92.69999999999999
2061,Cuyahoga,Ohio,764.0,462.0,552.5999999999999
2062,Darke,Ohio,163.0,0.0,48.9
2063,Defiance,Ohio,203.0,80.0,116.9
2064,Delaware,Ohio,106.0,0.0,31.799999999999997
2065,Erie,Ohio,331.0,103.0,171.39999999999998
2066,Fairfield,Ohio,287.0,127.0,175.0
2067,Fayette,Ohio,163.0,0.0,48.9
2068,Franklin,Ohio,850.0,509.0,611.3
2069,Fulton,Ohio,0.0,79.0,55.3
2070,Gallia,Ohio,224.0,0.0,67.2
2071,Geauga,Ohio,65.0,38.0,46.099999999999994
2072,Greene,Ohio,193.0,133.0,151.0
2073,Guernsey,Ohio,0.0,0.0,
2074,Hamilton,Ohio,733.0,420.0,513.9
2075,Hancock,Ohio,197.0,0.0,59.099999999999994
2076,Hardin,Ohio,139.0,0.0,41.699999999999996
2077,Harrison,Ohio,0.0,0.0,
2078,Henry,Ohio,152.0,0.0,45.6
2079,Highland,Ohio,109.0,0.0,32.699999999999996
2080,Hocking,Ohio,162.0,132.0,141.0
2081,Holmes,Ohio,0.0,0.0,
2082,Huron,Ohio,153.0,70.0,94.9
2083,Jackson,Ohio,144.0,0.0,43.199999999999996
2084,Jefferson,Ohio,216.0,0.0,64.8
2085,Knox,Ohio,113.0,0.0,33.9
2086,Lake,Ohio,172.0,99.0,120.9
2087,Lawrence,Ohio,266.0,0.0,79.8
2088,Licking,Ohio,240.0,133.0,165.1
2089,Logan,Ohio,190.0,59.0,98.3
2090,Lorain,Ohio,312.0,164.0,208.39999999999998
2091,Lucas,Ohio,580.0,265.0,359.5
2092,Madison,Ohio,410.0,0.0,123.0
2093,Mahoning,Ohio,443.0,282.0,330.29999999999995
2094,Marion,Ohio,326.0,0.0,97.8
2095,Medina,Ohio,101.0,0.0,30.299999999999997
2096,Meigs,Ohio,0.0,73.0,51.099999999999994
2097,Mercer,Ohio,0.0,44.0,30.799999999999997
2098,Miami,Ohio,139.0,0.0,41.699999999999996
2099,Monroe,Ohio,0.0,0.0,
2100,Montgomery,Ohio,549.0,317.0,386.59999999999997
2101,Morgan,Ohio,278.0,147.0,186.29999999999998
2102,Morrow,Ohio,0.0,0.0,
2103,Muskingum,Ohio,186.0,0.0,55.8
2104,Noble,Ohio,0.0,0.0,
2105,Ottawa,Ohio,0.0,34.0,23.799999999999997
2106,Paulding,Ohio,0.0,0.0,
2107,Perry,Ohio,253.0,69.0,124.19999999999999
2108,Pickaway,Ohio,372.0,0.0,111.6
2109,Pike,Ohio,222.0,110.0,143.6
2110,Portage,Ohio,98.0,89.0,91.69999999999999
2111,Preble,Ohio,96.0,0.0,28.799999999999997
2112,Putnam,Ohio,0.0,45.0,31.499999999999996
2113,Richland,Ohio,266.0,135.0,174.3
2114,Ross,Ohio,260.0,0.0,78.0
2115,Sandusky,Ohio,152.0,0.0,45.6
2116,Scioto,Ohio,213.0,91.0,127.6
2117,Seneca,Ohio,79.0,66.0,69.89999999999999
2118,Shelby,Ohio,165.0,0.0,49.5
2119,Stark,Ohio,269.0,130.0,171.7
2120,Summit,Ohio,346.0,205.0,247.3
2121,Trumbull,Ohio,253.0,0.0,75.89999999999999
2122,Tuscarawas,Ohio,74.0,0.0,22.2
2123,Union,Ohio,190.0,157.0,166.89999999999998
2124,Van Wert,Ohio,0.0,0.0,
2125,Vinton,Ohio,0.0,0.0,
2126,Warren,Ohio,165.0,96.0,116.69999999999999
2127,Washington,Ohio,137.0,77.0,95.0
2128,Wayne,Ohio,138.0,0.0,41.4
2129,Williams,Ohio,233.0,127.0,158.79999999999998
2130,Wood,Ohio,158.0,87.0,108.3
2131,Wyandot,Ohio,0.0,0.0,
2132,Adair,Oklahoma,0.0,0.0,
2133,Alfalfa,Oklahoma,0.0,0.0,
2134,Atoka,Oklahoma,0.0,0.0,
2135,Beaver,Oklahoma,0.0,0.0,
2136,Beckham,Oklahoma,0.0,0.0,
2137,Blaine,Oklahoma,564.0,0.0,169.2
2138,Bryan,Oklahoma,374.0,0.0,112.2
2139,Caddo,Oklahoma,307.0,0.0,92.1
2140,Canadian,Oklahoma,221.0,0.0,66.3
2141,Carter,Oklahoma,236.0,0.0,70.8
2142,Cherokee,Oklahoma,197.0,110.0,136.1
2143,Choctaw,Oklahoma,305.0,135.0,186.0
2144,Cimarron,Oklahoma,0.0,0.0,
2145,Cleveland,Oklahoma,232.0,120.0,153.6
2146,Coal,Oklahoma,0.0,0.0,
2147,Comanche,Oklahoma,452.0,190.0,268.6
2148,Cotton,Oklahoma,0.0,0.0,
2149,Craig,Oklahoma,335.0,0.0,100.5
2150,Creek,Oklahoma,229.0,0.0,68.7
2151,Custer,Oklahoma,0.0,110.0,77.0
2152,Delaware,Oklahoma,256.0,56.0,116.0
2153,Dewey,Oklahoma,0.0,0.0,
2154,Ellis,Oklahoma,0.0,0.0,
2155,Garfield,Oklahoma,112.0,102.0,105.0
2156,Garvin,Oklahoma,0.0,58.0,40.599999999999994
2157,Grady,Oklahoma,102.0,0.0,30.599999999999998
2158,Grant,Oklahoma,0.0,0.0,
2159,Greer,Oklahoma,993.0,0.0,297.9
2160,Harmon,Oklahoma,0.0,0.0,
2161,Harper,Oklahoma,0.0,0.0,
2162,Haskell,Oklahoma,0.0,0.0,
2163,Hughes,Oklahoma,389.0,121.0,201.39999999999998
2164,Jackson,Oklahoma,196.0,106.0,133.0
2165,Jefferson,Oklahoma,0.0,0.0,
2166,Johnston,Oklahoma,0.0,0.0,
2167,Kay,Oklahoma,200.0,0.0,60.0
2168,Kingfisher,Oklahoma,0.0,126.0,88.19999999999999
2169,Kiowa,Oklahoma,0.0,0.0,
2170,Latimer,Oklahoma,0.0,0.0,
2171,Le Flore,Oklahoma,221.0,121.0,151.0
2172,Lincoln,Oklahoma,214.0,0.0,64.2
2173,Logan,Oklahoma,169.0,86.0,110.89999999999999
2174,Love,Oklahoma,0.0,0.0,
2175,Major,Oklahoma,0.0,0.0,
2176,Marshall,Oklahoma,0.0,96.0,67.19999999999999
2177,Mayes,Oklahoma,140.0,0.0,42.0
2178,McClain,Oklahoma,117.0,0.0,35.1
2179,McCurtain,Oklahoma,0.0,78.0,54.599999999999994
2180,McIntosh,Oklahoma,499.0,0.0,149.7
2181,Murray,Oklahoma,0.0,0.0,
2182,Muskogee,Oklahoma,392.0,0.0,117.6
2183,Noble,Oklahoma,0.0,157.0,109.89999999999999
2184,Nowata,Oklahoma,0.0,0.0,
2185,Okfuskee,Oklahoma,394.0,189.0,250.49999999999997
2186,Oklahoma,Oklahoma,673.0,356.0,451.1
2187,Okmulgee,Oklahoma,209.0,129.0,153.0
2188,Osage,Oklahoma,343.0,161.0,215.59999999999997
2189,Ottawa,Oklahoma,0.0,52.0,36.4
2190,Pawnee,Oklahoma,0.0,0.0,
2191,Payne,Oklahoma,220.0,0.0,66.0
2192,Pittsburg,Oklahoma,263.0,55.0,117.39999999999999
2193,Pontotoc,Oklahoma,222.0,0.0,66.6
2194,Pottawatomie,Oklahoma,218.0,0.0,65.39999999999999
2195,Pushmataha,Oklahoma,0.0,0.0,
2196,Roger Mills,Oklahoma,0.0,0.0,
2197,Rogers,Oklahoma,237.0,0.0,71.1
2198,Seminole,Oklahoma,0.0,140.0,98.0
2199,Sequoyah,Oklahoma,309.0,155.0,201.2
2200,Stephens,Oklahoma,188.0,0.0,56.4
2201,Texas,Oklahoma,0.0,0.0,
2202,Tillman,Oklahoma,0.0,0.0,
2203,Tulsa,Oklahoma,559.0,322.0,393.09999999999997
2204,Wagoner,Oklahoma,108.0,0.0,32.4
2205,Washington,Oklahoma,191.0,0.0,57.3
2206,Washita,Oklahoma,0.0,0.0,
2207,Woods,Oklahoma,0.0,0.0,
2208,Woodward,Oklahoma,350.0,142.0,204.39999999999998
2209,Baker,Oregon,0.0,131.0,91.69999999999999
2210,Benton,Oregon,88.0,98.0,95.0
2211,Clackamas,Oregon,305.0,203.0,233.6
2212,Clatsop,Oregon,569.0,0.0,170.7
2213,Columbia,Oregon,247.0,0.0,74.1
2214,Coos,Oregon,231.0,129.0,159.6
2215,Crook,Oregon,211.0,0.0,63.3
2216,Curry,Oregon,212.0,0.0,63.599999999999994
2217,Deschutes,Oregon,143.0,0.0,42.9
2218,Douglas,Oregon,199.0,0.0,59.699999999999996
2219,Gilliam,Oregon,0.0,0.0,
2220,Grant,Oregon,0.0,0.0,
2221,Harney,Oregon,0.0,0.0,
2222,Hood River,Oregon,0.0,143.0,100.1
2223,Jackson,Oregon,296.0,0.0,88.8
2224,Jefferson,Oregon,318.0,0.0,95.39999999999999
2225,Josephine,Oregon,252.0,0.0,75.6
2226,Klamath,Oregon,93.0,0.0,27.9
2227,Lake,Oregon,0.0,0.0,
2228,Lane,Oregon,249.0,167.0,191.6
2229,Lincoln,Oregon,204.0,0.0,61.199999999999996
2230,Linn,Oregon,166.0,0.0,49.8
2231,Malheur,Oregon,234.0,0.0,70.2
2232,Marion,Oregon,300.0,186.0,220.2
2233,Morrow,Oregon,0.0,0.0,
2234,Multnomah,Oregon,788.0,668.0,704.0
2235,Polk,Oregon,190.0,91.0,120.69999999999999
2236,Sherman,Oregon,0.0,0.0,
2237,Tillamook,Oregon,0.0,111.0,77.69999999999999
2238,Umatilla,Oregon,303.0,0.0,90.89999999999999
2239,Union,Oregon,229.0,78.0,123.3
2240,Wallowa,Oregon,0.0,0.0,
2241,Wasco,Oregon,279.0,0.0,83.7
2242,Washington,Oregon,287.0,187.0,217.0
2243,Wheeler,Oregon,0.0,0.0,
2244,Yamhill,Oregon,179.0,0.0,53.699999999999996
2245,Adams,Pennsylvania,475.0,182.0,269.9
2246,Allegheny,Pennsylvania,517.0,308.0,370.7
2247,Armstrong,Pennsylvania,191.0,91.0,121.0
2248,Beaver,Pennsylvania,123.0,90.0,99.89999999999999
2249,Bedford,Pennsylvania,177.0,95.0,119.6
2250,Berks,Pennsylvania,569.0,392.0,445.09999999999997
2251,Blair,Pennsylvania,228.0,0.0,68.39999999999999
2252,Bradford,Pennsylvania,98.0,66.0,75.6
2253,Bucks,Pennsylvania,251.0,213.0,224.39999999999998
2254,Butler,Pennsylvania,96.0,0.0,28.799999999999997
2255,Cambria,Pennsylvania,210.0,0.0,63.0
2256,Cameron,Pennsylvania,0.0,0.0,
2257,Carbon,Pennsylvania,392.0,0.0,117.6
2258,Centre,Pennsylvania,392.0,176.0,240.79999999999998
2259,Chester,Pennsylvania,176.0,182.0,180.2
2260,Clarion,Pennsylvania,481.0,0.0,144.29999999999998
2261,Clearfield,Pennsylvania,157.0,0.0,47.1
2262,Clinton,Pennsylvania,184.0,79.0,110.5
2263,Columbia,Pennsylvania,322.0,0.0,96.6
